SampleID,Flouride,Chloride,Nitrite,Bromide,Nitrate,Phosphate,Sulfate,Well ,PumpTest_Creek,Date,Month,Day,Year,SampleNum,MeasurementDate
P3C1 04/14/26,0.2939,25.7237,n.a.,1.5069,12.1534,n.a.,27.5231,P3,C,04/14,04,14,2026,1,04/17/26
P2A2 04/14/26,0.3582,22.9372,n.a.,1.5457,8.0714,n.a.,35.8966,P2,A,04/14,04,14,2026,2,04/17/26
P5B1 04/14/26,0.3389,15.8513,n.a.,n.a.,2.3308,n.a.,45.8131,P5,B,04/14,04,14,2026,1,04/17/26
P3A1 04/14/26,0.3186,13.9102,n.a.,1.5036,50.1472,n.a.,52.0913,P3,A,04/14,04,14,2026,1,04/17/26
P5A1 04/14/26,0.4194,33.0043,n.a.,1.5217,6.6718,n.a.,35.3218,P5,A,04/14,04,14,2026,1,04/17/26
P4A1 04/14/26,0.341,31.7552,n.a.,n.a.,4.1182,n.a.,41.113,P4,A,04/14,04,14,2026,1,04/17/26
P3B1 04/07/26,0.2982,13.8893,n.a.,1.4924,51.4717,n.a.,52.5491,P3,B,04/07,04,07,2026,1,04/17/26
P5A1 10/28/25,0.2563,15.2026,n.a.,n.a.,1.2467,n.a.,44.4871,P5,A,10/28,10,28,2025,1,04/17/26
P4A1 10/28/25,0.2373,22.8935,n.a.,1.5525,2.3119,n.a.,34.7927,P4,A,10/28,10,28,2025,1,04/17/26
P4B1 10/28/25,0.2309,22.9567,n.a.,1.5612,1.1359,n.a.,33.7828,P4,B,10/28,10,28,2025,1,04/17/26
P3C1 10/28/25,0.2447,26.0354,n.a.,n.a.,12.9169,n.a.,34.2369,P3,C,10/28,10,28,2025,1,04/17/26
P4B1 10/28/25,0.2299,23.2818,n.a.,n.a.,n.a.,n.a.,34.1147,P4,B,10/28,10,28,2025,1,04/17/26
P5C1 10/28/25,0.2355,26.6016,n.a.,n.a.,9.4818,n.a.,33.312,P5,C,10/28,10,28,2025,1,04/17/26
P1B1 10/28/25,0.2542,36.75,n.a.,n.a.,13.1754,n.a.,32.8777,P1,B,10/28,10,28,2025,1,04/17/26
P1B1 10/28/25,0.266,36.1777,n.a.,1.5547,12.6622,n.a.,31.9523,P1,B,10/28,10,28,2025,1,04/17/26
P1B1 10/28/25,0.2337,18.7304,n.a.,1.5574,1.6258,n.a.,34.9852,P1,B,10/28,10,28,2025,1,04/17/26
P5C1 03/10/26,0.3002,33.532,n.a.,n.a.,10.4843,n.a.,28.3177,P5,C,03/10,03,10,2026,1,04/17/26
P3C1 03/10/26,0.2616,31.3906,n.a.,n.a.,13.3002,n.a.,29.8584,P3,C,03/10,03,10,2026,1,04/17/26
P1C1 03/10/26,0.2466,30.3743,n.a.,n.a.,14.4699,n.a.,30.8478,P1,C,03/10,03,10,2026,1,04/17/26
P5A1 03/10/26,0.2253,17.6149,n.a.,n.a.,2.0698,n.a.,32.3048,P5,A,03/10,03,10,2026,1,04/17/26
P5B1 03/10/26,0.2465,15.5022,n.a.,n.a.,1.6434,n.a.,44.2325,P5,B,03/10,03,10,2026,1,04/17/26
P2A1 03/10/26,0.2341,22.2801,n.a.,1.5526,9.435,n.a.,36.9138,P2,A,03/10,03,10,2026,1,04/17/26
P4B1 03/10/26,0.2249,27.2118,n.a.,1.5633,2.9692,n.a.,39.4675,P4,B,03/10,03,10,2026,1,04/17/26
P4A1 03/10/26,0.2239,27.9424,n.a.,1.5849,4.5592,n.a.,39.3227,P4,A,03/10,03,10,2026,1,04/17/26
P3B1 03/10/26,0.264,13.9848,n.a.,1.5309,48.3669,n.a.,54.6684,P3,B,03/10,03,10,2026,1,04/17/26
P3A1 03/10/26,0.2873,14.218,n.a.,1.5558,47.9931,n.a.,53.1447,P3,A,03/10,03,10,2026,1,04/17/26
P2B1 03/10/26,0.232,22.0844,n.a.,1.53,6.3898,n.a.,36.4995,P2,B,03/10,03,10,2026,1,04/17/26
P1B1 03/10/26,0.2496,39.6291,n.a.,n.a.,12.4524,n.a.,33.8105,P1,B,03/10,03,10,2026,1,04/17/26
P1A1 03/10/26,0.3099,38.4735,n.a.,1.5303,13.3145,n.a.,33.6927,P1,A,03/10,03,10,2026,1,04/17/26
P3C1 10/07/25,0.2409,25.8815,n.a.,n.a.,9.635,n.a.,30.6054,P3,C,10/07,10,07,2025,1,04/17/26
P5C1 10/07/25,0.2298,26.3819,n.a.,n.a.,6.7219,n.a.,29.5356,P5,C,10/07,10,07,2025,1,04/17/26
P5C1 10/07/25,0.2416,26.9344,n.a.,n.a.,6.5742,n.a.,29.9864,P5,C,10/07,10,07,2025,1,04/17/26
P4B1 11/18/25,0.2237,22.928,n.a.,n.a.,2.538,n.a.,36.8958,P4,B,11/18,11,18,2025,1,04/17/26
P5C1 11/18/25,0.2556,22.2626,n.a.,n.a.,12.8245,1.1876,29.2807,P5,C,11/18,11,18,2025,1,04/17/26
P3A1 11/18/25,0.2493,14.0381,n.a.,1.5051,45.4954,n.a.,66.624,P3,A,11/18,11,18,2025,1,04/17/26
P4A1 11/18/25,0.2391,24.0528,n.a.,n.a.,3.5715,n.a.,38.0503,P4,A,11/18,11,18,2025,1,04/17/26
P2B1 11/18/25,0.2254,19.3298,n.a.,n.a.,5.1295,n.a.,38.8489,P2,B,11/18,11,18,2025,1,04/17/26
P5A1 11/18/25,0.2874,16.0761,n.a.,n.a.,2.5016,n.a.,45.8136,P5,A,11/18,11,18,2025,1,04/17/26
P3C1 11/18/25,0.268,21.096,n.a.,n.a.,12.3933,1.3279,28.6223,P3,C,11/18,11,18,2025,1,04/17/26
P2A1 11/18/25,0.2501,19.4606,n.a.,1.5643,5.9593,n.a.,38.3949,P2,A,11/18,11,18,2025,1,04/17/26
P3B1 11/18/25,0.2251,13.2827,n.a.,1.5575,44.6467,n.a.,66.0468,P3,B,11/18,11,18,2025,1,04/17/26
P5B1 11/18/25,0.288,14.9572,1.2944,n.a.,2.0422,n.a.,46.5002,P5,B,11/18,11,18,2025,1,04/17/26
P1A1 04/14/26,0.3247,36.7695,n.a.,n.a.,14.8523,n.a.,32.7606,P1,A,04/14,04,14,2026,1,04/17/26
P2B1 04/14/26,0.3618,24.2367,n.a.,n.a.,6.7248,n.a.,37.2096,P2,B,04/14,04,14,2026,1,04/17/26
P1C1 04/14/26,0.2664,25.5178,n.a.,n.a.,13.0543,n.a.,27.5471,P1,C,04/14,04,14,2026,1,04/17/26
P1B1 04/14/26,0.3412,44.5347,n.a.,n.a.,7.9794,n.a.,36.4584,P1,B,04/14,04,14,2026,1,04/17/26
P4B1 04/14/26,0.3381,31.4715,1.953,1.6631,2.2278,n.a.,41.6132,P4,B,04/14,04,14,2026,1,04/17/26
P5C1 04/14/26,0.2617,25.9179,n.a.,n.a.,11.2741,n.a.,26.1421,P5,C,04/14,04,14,2026,1,04/17/26
P3B1 04/14/26,0.3129,14.6359,n.a.,1.4843,52.9458,n.a.,53.6707,P3,B,04/14,04,14,2026,1,04/17/26
P3C1 04/14/26,0.2791,25.5609,n.a.,n.a.,12.3285,n.a.,27.2426,P3,C,04/14,04,14,2026,1,04/17/26
P2A2 04/14/26,0.342,22.9719,n.a.,1.5319,8.0327,n.a.,36.1066,P2,A,04/14,04,14,2026,2,04/17/26
P5B1 04/14/26,0.3534,15.9648,n.a.,n.a.,2.2808,n.a.,46.0476,P5,B,04/14,04,14,2026,1,04/17/26
P3A1 04/14/26,0.3054,14.1042,n.a.,1.4941,50.415,n.a.,52.4998,P3,A,04/14,04,14,2026,1,04/17/26
P5A1 04/14/26,0.4496,33.3065,n.a.,n.a.,6.6388,n.a.,35.191,P5,A,04/14,04,14,2026,1,04/17/26
P4A1 04/14/26,0.3362,31.5705,n.a.,n.a.,4.0769,n.a.,40.6503,P4,A,04/14,04,14,2026,1,04/17/26
P3B1 04/07/26,0.306,13.8883,n.a.,1.5231,51.1029,n.a.,52.429,P3,B,04/07,04,07,2026,1,04/17/26
P2B1 04/16,1.291,17.1043,n.a.,1.6222,n.a.,n.a.,12.3799,P2,B,04/16,04,16,2025,1,11/11/25
P2A1 04/16,n.a.,18.9423,n.a.,0.7741,5.3255,n.a.,28.4097,P2,A,04/16,04,16,2025,1,11/11/25
P2B1 04/21,n.a.,22.0895,n.a.,0.9882,5.174,n.a.,31.8231,P2,B,04/21,04,21,2025,1,11/11/25
P2A1 04/21,0.6827,24.3325,n.a.,0.878,5.0505,n.a.,42.2416,P2,A,04/21,04,21,2025,1,11/11/25
P2B1 04/28,0.826,27.0095,n.a.,n.a.,n.a.,n.a.,43.2727,P2,B,04/28,04,28,2025,1,11/11/25
P2A1 04/28,0.5208,30.2778,n.a.,n.a.,7.2015,n.a.,51.5202,P2,A,04/28,04,28,2025,1,11/11/25
P2B1 05/12,0.5338,25.5266,n.a.,1.6242,n.a.,n.a.,39.2885,P2,B,05/12,05,12,2025,1,11/11/25
P2B1 05/26,0.5403,24.2783,n.a.,n.a.,n.a.,n.a.,32.7539,P2,B,05/26,05,26,2025,1,11/11/25
P2A1 05/26,0.4915,25.8356,n.a.,0.9639,10.9124,n.a.,48.2382,P2,A,05/26,05,26,2025,1,11/11/25
P2B1 06/02,0.493,27.9046,n.a.,1.1882,0.3022,n.a.,41.5349,P2,B,06/02,06,02,2025,1,11/11/25
P2B1 09/16,0.5822,30.2275,n.a.,n.a.,n.a.,n.a.,17.8179,P2,B,09/16,09,16,2025,1,11/11/25
P2A1 09/16,0.5166,29.5683,n.a.,n.a.,7.4281,n.a.,56.4036,P2,A,09/16,09,16,2025,1,11/11/25
P2B1 09/30,0.5544,28.605,n.a.,n.a.,n.a.,n.a.,43.4511,P2,B,09/30,09,30,2025,1,11/11/25
P2A1 09/30,n.a.,30.5373,n.a.,n.a.,6.091,n.a.,56.5049,P2,A,09/30,09,30,2025,1,11/11/25
P2B1 10/07,0.504,29.3304,n.a.,n.a.,n.a.,n.a.,50.1791,P2,B,10/07,10,07,2025,1,11/11/25
P2A1 10/07,0.4964,26.6128,2.4373,1.0484,6.8102,n.a.,55.5132,P2,A,10/07,10,07,2025,1,11/11/25
P1B1 04/16,0.4948,59.9494,n.a.,n.a.,15.4963,n.a.,48.641,P1,B,04/16,04,16,2025,1,11/11/25
P1A1 04/16,0.4938,47.7573,n.a.,n.a.,14.9511,n.a.,38.2376,P1,A,04/16,04,16,2025,1,11/11/25
P1B1 04/21,0.4991,65.5375,n.a.,n.a.,15.1864,n.a.,53.1354,P1,B,04/21,04,21,2025,1,11/11/25
P1A1 04/21,0.502,57.681,n.a.,n.a.,17.7625,n.a.,47.7983,P1,A,04/21,04,21,2025,1,11/11/25
P1B1 04/28,0.4995,55.7313,n.a.,n.a.,16.3765,n.a.,49.4869,P1,B,04/28,04,28,2025,1,11/11/25
P1A1 04/28,n.a.,56.2408,n.a.,n.a.,17.2759,n.a.,44.0966,P1,A,04/28,04,28,2025,1,11/11/25
